filename,glcm_contrast_d1_a0,glcm_homogeneity_d1_a0,glcm_energy_d1_a0,glcm_correlation_d1_a0,glcm_contrast_d1_a45,glcm_homogeneity_d1_a45,glcm_energy_d1_a45,glcm_correlation_d1_a45,glcm_contrast_d1_a90,glcm_homogeneity_d1_a90,glcm_energy_d1_a90,glcm_correlation_d1_a90,glcm_contrast_d1_a135,glcm_homogeneity_d1_a135,glcm_energy_d1_a135,glcm_correlation_d1_a135,glcm_contrast_d3_a0,glcm_homogeneity_d3_a0,glcm_energy_d3_a0,glcm_correlation_d3_a0,glcm_contrast_d3_a45,glcm_homogeneity_d3_a45,glcm_energy_d3_a45,glcm_correlation_d3_a45,glcm_contrast_d3_a90,glcm_homogeneity_d3_a90,glcm_energy_d3_a90,glcm_correlation_d3_a90,glcm_contrast_d3_a135,glcm_homogeneity_d3_a135,glcm_energy_d3_a135,glcm_correlation_d3_a135,hue_mean,hue_std,saturation_mean,saturation_std,value_mean,value_std,area,perimeter,circularity,solidity,class
Thalassia-10-_jpg.rf.fd623f2084caa32f834b3b0d80792a4b.jpg,857.8443036417323,0.046022107629393294,0.012787361863182162,0.49608686186140066,851.763717527435,0.04829742095477639,0.012832527993129025,0.5006325795337718,812.7044168307086,0.04825916248709221,0.012829167876888124,0.5226263168337383,867.04836009672,0.045050539959923946,0.01279547978375788,0.49164379165735,961.7863749999999,0.04216213827732422,0.012673483637106256,0.43736371236379207,926.5747669438147,0.045191701322370145,0.01266657250857976,0.4581444847087139,919.2780624999997,0.04310929190932759,0.012696810007832675,0.45989953566225455,968.1052532123962,0.04307208182418195,0.012671817968850375,0.4338252819510418,23.8597412109375,31.27337646484375,144.21380615234375,13.973860583980656,16.820402393973467,28.826704357196103,13724.0,1297.5087893009186,0.10244009122377006,0.8509688420399938,Thalassia Hemprichii
SIMODO-SORE-78-_jpg.rf.5ed88792440395cc312d1bcfbe5e08f2.jpg,676.2896776574804,0.05610666550410826,0.0130974380926071,0.5559536745979748,751.5766011532025,0.052763164474793886,0.013005403513978551,0.5060859256079911,737.9998154527559,0.04993512968975187,0.012855393177375935,0.5160237260801152,747.2936325872653,0.05143647326633659,0.012811467149944444,0.5089107910211298,815.2749374999997,0.048754435359775264,0.012773951155574377,0.46219717858432063,784.3932980599645,0.051588909043757195,0.012816968124998792,0.48227103443286906,821.712375,0.05071610674567913,0.012836790997948046,0.4595870397004985,815.276455026455,0.048214401699683926,0.01274938516752148,0.4618640591405078,22.64923095703125,34.42889404296875,139.431884765625,6.065152902511077,12.25128830109816,27.616839397777916,9615.0,1438.0184559822083,0.05842923936617598,0.6714151042212213,Cymodocea Rotundata
Thalassia-1-_jpg.rf.43f3f74c6e08d2747c05e10b56fa356f.jpg,690.3428272637796,0.052299060485703,0.01308855061011108,0.5973153757371471,786.2735445470892,0.048162930336755776,0.012903401101662073,0.5414199930859123,748.3209891732283,0.04840535841404988,0.012942889995787374,0.563432551591704,757.1528923057847,0.0513866759883858,0.012981218126486517,0.5584316723109702,814.0114999999998,0.04746853809036059,0.01294964707530672,0.5250926741374273,885.429579239103,0.0450814387757151,0.012806129249381471,0.48324941239115055,884.13775,0.045839983627081686,0.012785795340924241,0.48478436187571156,821.2306626354246,0.04699136544855053,0.012925854570334945,0.5208241253006177,23.16925048828125,33.33428955078125,145.65167236328125,12.732011064127313,19.19202298096027,28.811295788726106,13427.0,1382.6803623437881,0.08825620793690438,0.8328371169830046,Thalassia Hemprichii
Thalassia-14-_jpg.rf.74a354c7cb48a624addd4cf3e48f066a.jpg,632.5228223425196,0.05335447467169816,0.013882197674946618,0.5947543556170798,715.0561721123443,0.049648198885012436,0.013773240679225654,0.542521409868176,642.4808686023622,0.0528254241665445,0.013887648461007655,0.5887606682407953,651.1838923677848,0.053141232981922484,0.013842976938190555,0.5834047863016942,777.7684375,0.05016039766792324,0.013675936896607854,0.5035603429234988,832.2437641723357,0.047133833531622836,0.013689675955209521,0.46890580629620715,824.164375,0.046693062877040045,0.013649848327911924,0.4738958356819242,765.4898589065258,0.05068212646382901,0.01368076116347049,0.5118877225167675,22.72662353515625,33.4942626953125,147.11126708984375,13.728873477770337,15.561996926273148,27.72023865094214,15710.0,724.5584366321564,0.3760444763014617,0.9767774427208008,Thalassia Hemprichii
Simodo-Sore-136-_jpg.rf.09193ab7c5b7d4f4f9885e90f3baf980.jpg,748.6739665354332,0.051335075091984976,0.012250286282622768,0.5849444379080618,828.5390290780582,0.05103059924369556,0.012216620604024623,0.5392119638360676,695.414000984252,0.05239579625037977,0.012377054112037806,0.6122185630425084,750.2323144646291,0.054497124972287564,0.012368752804691824,0.5827629855285048,892.4945000000001,0.04727345304286516,0.01210315364378227,0.5067991409139065,917.404446963971,0.050031396143839245,0.01218629603555772,0.48892728910345445,844.5334374999998,0.048689024184350324,0.012152031723131732,0.5252463243027793,799.5544217687075,0.049401333297023134,0.012213532194623426,0.5546483136964475,23.337890625,30.41741943359375,130.74951171875,6.864006824819022,12.7101578310687,30.313053712015208,8120.0,1409.4742991924286,0.051363140602224855,0.6725473143661739,Cymodocea Rotundata
Thalassia-28-_jpg.rf.bef555e680306e893c37e567b7400f18.jpg,746.3149606299214,0.047523220693082104,0.012546196758195538,0.5941857460518971,770.8060636121273,0.051396145766752194,0.012514506560423043,0.580492387513902,729.9443282480318,0.04914994405585357,0.012615378679732865,0.6019698147641425,792.9818339636678,0.04772406002913389,0.012530775717437935,0.5684310927741142,907.7573124999999,0.045094055549773394,0.012420135491410713,0.5077170508142691,882.4140211640212,0.0459018031241875,0.012447454575642218,0.5206047066845402,894.1718749999998,0.04517466645318181,0.012480609961055588,0.5126220717689537,897.1691861929958,0.04589873642256157,0.012418015951532623,0.5125323298865518,22.1536865234375,36.26849365234375,145.36041259765625,12.734976541903256,20.034817557857117,29.91479677581576,11988.0,2145.2530794143677,0.03273403407669005,0.7662511984659636,Thalassia Hemprichii
Thalassia-239-_jpg.rf.4fe0cbad0e173feb4910ab295be7a9ad.jpg,1091.2579355314963,0.0405752034690048,0.011136559303664272,0.5165642712834237,1102.7725215450432,0.0411114059898542,0.011135108349812134,0.5118420120129037,1051.0340797244096,0.043007210860986356,0.011156843796572051,0.5342624490592164,1103.5660611321223,0.0400863665009957,0.011156663474536716,0.511493881002191,1189.41375,0.039021909829860035,0.01106797181058933,0.47428666637541206,1226.010833963215,0.038050190462727146,0.011040280765425804,0.45775870985448197,1206.2496250000002,0.038612056967518044,0.011080317572163713,0.46586098048457913,1191.1587931468885,0.03862243189446661,0.011135818276732419,0.47316116030759003,26.720703125,23.0107421875,145.318359375,19.26405029791542,25.733210580743858,33.04589559488023,13417.0,1460.6458724737167,0.07902698480600656,0.8319072420634921,Thalassia Hemprichii
SIMODO-SORE-89-_jpg.rf.c39fde43afa8f19ea8f5baab94ac8f83.jpg,723.0689591535435,0.05293645952698462,0.013702762325735987,0.426859131695613,765.6780953561907,0.05099849773469258,0.013628890893463232,0.39254076250027053,688.8097933070866,0.051027811773931564,0.013734759801284198,0.4533468388606782,719.7938495876992,0.05145110829081494,0.013686869668439747,0.4289281256974144,851.7339999999999,0.04691217879437308,0.01343568301669104,0.3262969865692376,842.2115142353238,0.04784754264638248,0.013471663666901498,0.3301142558647284,817.6886874999998,0.046824906747040485,0.013617615544764065,0.34858936208358754,777.1359284454521,0.04658954231563817,0.01363253510285032,0.3820053978934369,22.68328857421875,31.5006103515625,138.5743408203125,6.918601019294714,11.906757478461904,25.23420018912077,10815.0,1574.8123925924301,0.05479977059033678,0.7080891740596458,Cymodocea Rotundata
Simodo-Sore-121-_jpg.rf.7d1c7c5bb7fdd00c89f8ae3ecdba00cf.jpg,588.7209645669292,0.05737728459366173,0.012332565106030473,0.7241616401291833,766.5307210614423,0.05646518113102479,0.01201547366880942,0.638872747333664,732.1267839566929,0.05287081972212185,0.012027154690508936,0.6556569847298324,755.3308326616651,0.0529848288955706,0.012091216431338671,0.6441913463367206,736.8901249999999,0.055774692844148314,0.01211742675859854,0.6539298613813335,879.7395439657345,0.05082425205541709,0.01200440938193754,0.5828421597851308,915.927,0.049536997121982555,0.011849973628662639,0.5651075889385967,889.179579239103,0.04830274004865753,0.011919666437528278,0.5785329745258017,23.8671875,31.33856201171875,133.1400146484375,5.850164636104804,13.432950257470981,32.846824314960955,7893.5,1302.5209815502167,0.05846689382800453,0.6779027825489522,Cymodocea Rotundata
Thalassia-103-_jpg.rf.1873799e60ac83b7fb6fefd9f3770412.jpg,1193.7416953740158,0.040218411288393284,0.010778342018219665,0.5111732563031364,1293.1838923677844,0.037293648385240755,0.01070359912682079,0.4710521351352999,1220.2926919291342,0.03797957353538647,0.010763586062842912,0.5002343453195593,1250.9706739413477,0.038319313845009084,0.01078873419760987,0.4883214070343868,1421.9158125,0.036144130350434234,0.01065180442460337,0.41829843655777105,1391.2775888133033,0.03614034122199159,0.010628773446497382,0.4310186141938549,1383.0588124999997,0.03491545857698638,0.010624999999999997,0.433795033020917,1368.3907155454776,0.036403957818782785,0.010701130109423862,0.4404897071696859,36.5089111328125,18.45428466796875,142.4031982421875,29.841063257429344,24.599491764452264,33.83196289611437,12940.5,1654.7118866443634,0.059390385978953845,0.8032588454376164,Thalassia Hemprichii
